time,start_time,open,high,low,close,tick_volume,real_volume,num_time_bars,duration_seconds
2020-12-24 16:00:00,2020-12-24 11:00:00,1.22013,1.22035,1.21774,1.2184,14278,0,11,18000.0
2020-12-28 02:00:00,2020-12-24 16:30:00,1.21842,1.22081,1.21696,1.2191,14619,0,14,293400.0
2020-12-28 09:00:00,2020-12-28 02:30:00,1.21911,1.2227000000000001,1.2181,1.22225,13989,0,14,23400.0
2020-12-28 12:30:00,2020-12-28 09:30:00,1.22225,1.22506,1.22076,1.22136,13180,0,7,10800.0
2020-12-28 16:00:00,2020-12-28 13:00:00,1.22136,1.22227,1.21914,1.22222,13373,0,7,10800.0
2020-12-28 19:30:00,2020-12-28 16:30:00,1.22222,1.2240199999999999,1.22052,1.2206299999999999,13689,0,7,10800.0
2020-12-29 03:30:00,2020-12-28 20:00:00,1.2206299999999999,1.22348,1.2202600000000001,1.22271,13456,0,16,27000.0
2020-12-29 11:30:00,2020-12-29 04:00:00,1.22272,1.22579,1.22243,1.22497,13971,0,16,27000.0
2020-12-29 16:30:00,2020-12-29 12:00:00,1.22498,1.22749,1.22388,1.22674,15266,0,10,16200.0
2020-12-29 20:00:00,2020-12-29 17:00:00,1.2267000000000001,1.22676,1.22361,1.22444,14164,0,7,10800.0
2020-12-30 03:00:00,2020-12-29 20:30:00,1.22442,1.22845,1.22401,1.228,13452,0,14,23400.0
2020-12-30 09:30:00,2020-12-30 03:30:00,1.228,1.2295,1.22652,1.22671,14028,0,13,21600.0
2020-12-30 14:00:00,2020-12-30 10:00:00,1.2267299999999999,1.22848,1.22529,1.22781,14316,0,9,14400.0
2020-12-30 17:00:00,2020-12-30 14:30:00,1.22781,1.23099,1.22713,1.2283,15241,0,6,9000.0
2020-12-30 21:30:00,2020-12-30 17:30:00,1.2283,1.23022,1.22763,1.22883,13279,0,9,14400.0
2020-12-31 06:30:00,2020-12-30 22:00:00,1.22886,1.23093,1.22852,1.22866,13545,0,18,30600.0
2020-12-31 11:30:00,2020-12-31 07:00:00,1.22866,1.23041,1.2277,1.22793,14952,0,10,16200.0
2020-12-31 15:30:00,2020-12-31 12:00:00,1.22793,1.22885,1.22596,1.22842,13120,0,8,12600.0
2020-12-31 18:30:00,2020-12-31 16:00:00,1.22845,1.22852,1.2220900000000001,1.223,13623,0,6,9000.0
2021-01-04 02:30:00,2020-12-31 19:00:00,1.223,1.22528,1.22127,1.22407,13182,0,13,286200.0
2021-01-04 08:00:00,2021-01-04 03:00:00,1.22407,1.22591,1.22398,1.22455,14466,0,11,18000.0
2021-01-04 12:00:00,2021-01-04 08:30:00,1.22458,1.23004,1.22458,1.22929,14348,0,8,12600.0
2021-01-04 15:30:00,2021-01-04 12:30:00,1.22929,1.2306,1.2286299999999999,1.22988,14637,0,7,10800.0
