time,start_time,open,high,low,close,tick_volume,real_volume,num_time_bars,duration_seconds,raw_log_return,volatility_sigma,norm_return,norm_open,norm_high,norm_low,norm_close,norm_range,norm_body,norm_price_index,ffd_norm_price_index,ffd_d_star
2020-12-22 19:30:00,2020-12-22 17:30:00,1.22081,1.22113,1.21609,1.21746,14257,0,5,7200.0,-0.0027396603226046,0.0019623989628262,-1.3960771354358512,0.0,0.1335717434340372,-1.9701832156514705,-1.3983291890746343,2.103754959085508,-1.3983291890746343,99.75648185060837,,0.34
2020-12-23 02:30:00,2020-12-22 20:00:00,1.21746,1.21879,1.2152,1.21631,14627,0,14,23400.0,-0.0009450359611533,0.0018933727856291,-0.4991283113004368,0.0,0.5769800662373273,-0.9804322930047116,-0.4988925384758578,1.557412359242039,-0.4988925384758578,99.67766344482624,,0.34
2020-12-23 08:30:00,2020-12-23 03:00:00,1.2163,1.21919,1.2154,1.21839,13615,0,12,19800.0,0.0017086298156094,0.001886838351553,0.9055517735279686,0.0,1.2592803915787996,-0.3921634437442116,0.9106906638061668,1.6514438353230112,0.9106906638061668,99.8206610378834,,0.34
2020-12-23 12:00:00,2020-12-23 09:00:00,1.21834,1.22009,1.2172,1.21867,13377,0,7,10800.0,0.0002297850699053,0.0018194611626807,0.1262929237614353,0.0,0.7894538660905174,-0.5142728041960958,0.1488684433199066,1.3037266702866133,0.1488684433199066,99.8406042202016,,0.34
2020-12-23 15:30:00,2020-12-23 12:30:00,1.21867,1.21976,1.21604,1.21762,14000,0,7,10800.0,-0.0008619664038446,0.001770480727243,-0.4868544404811814,0.0,0.5051835194195738,-1.218929042269166,-0.4866446746702138,1.7241125616887396,-0.4866446746702138,99.76372400728262,,0.34
2020-12-23 17:30:00,2020-12-23 16:00:00,1.21762,1.22212,1.21736,1.21843,15780,0,4,5400.0,0.0006650110053992,0.0017234475006557,0.3858609009825929,0.0,2.1443846127809687,-0.1238977776273053,0.3859892303006548,2.2682823904082743,0.3859892303006548,99.82465611708392,,0.34
2020-12-23 22:00:00,2020-12-23 18:00:00,1.21843,1.22035,1.21727,1.21769,13651,0,9,14400.0,-0.0006075234575968,0.0016776251458184,-0.3621330182795206,0.0,0.9393030185529953,-0.5674955737091488,-0.3620230384007388,1.506798592262144,-0.3620230384007388,99.76747092735286,,0.34
2020-12-24 04:30:00,2020-12-23 22:30:00,1.21769,1.22157,1.21769,1.22111,13187,0,13,21600.0,0.002804659867019,0.0017575762745007,1.5957542825933466,0.0,1.8129290358121288,0.0,1.5979941501230086,1.8129290358121288,1.5979941501230086,100.01945985630444,,0.34
2020-12-24 10:30:00,2020-12-24 05:00:00,1.22111,1.22156,1.21937,1.22013,13171,0,12,19800.0,-0.0008028707154089,0.0017224040403939,-0.46613378544172,0.0,0.2139551232829159,-0.8272931433604253,-0.4659467129271664,1.0412482666433411,-0.4659467129271664,99.94585168578416,,0.34
2020-12-24 16:00:00,2020-12-24 11:00:00,1.22013,1.22035,1.21774,1.2184,14278,0,11,18000.0,-0.0014188878465653,0.0017534608030978,-0.8091927940782043,0.0,0.1028301603985638,-1.1171094697837944,-0.8086189885883105,1.2199396301823584,-0.8086189885883105,99.8180703426793,,0.34
2020-12-28 02:00:00,2020-12-24 16:30:00,1.21842,1.22081,1.21696,1.2191,14619,0,14,293400.0,0.0005743589901486,0.0017386250151146,0.3303524251379499,0.0,1.1282230229006411,-0.6892073696380876,0.3210006927081533,1.8174303925387287,0.3210006927081533,99.87023699182768,,0.34
2020-12-28 09:00:00,2020-12-28 02:30:00,1.21911,1.2227,1.2181,1.22225,13989,0,14,23400.0,0.0025805408876544,0.0018269951485125,1.4124508703569467,0.0,1.6118111687021646,-0.453462195094435,1.4097735570263898,2.0652733637966,1.4097735570263898,100.09328009182144,,0.34
2020-12-28 12:30:00,2020-12-28 09:30:00,1.22225,1.22506,1.22076,1.22136,13180,0,7,10800.0,-0.000728430510068,0.0018158841216188,-0.4011437191370455,0.0,1.2660712381595811,-0.6713331476362204,-0.4009976519438108,1.9374043857958017,-0.4009976519438108,100.0299346399285,,0.34
2020-12-28 16:00:00,2020-12-28 13:00:00,1.22136,1.22227,1.21914,1.22222,13373,0,7,10800.0,0.0007038853121301,0.0017511034731428,0.4019667158028489,0.0,0.4254866030161133,-1.038000284281158,0.4021082182350619,1.4634868872972713,0.4021082182350619,100.0934100529631,,0.34
2020-12-28 19:30:00,2020-12-28 16:30:00,1.22222,1.22402,1.22052,1.22063,13689,0,7,10800.0,-0.0013017583761028,0.0016962018176567,-0.7674548880634644,0.0,0.868251604901864,-0.8200154046296454,-0.766955584330162,1.6882670095315095,-0.766955584330162,99.97221963074628,,0.34
2020-12-29 03:30:00,2020-12-28 20:00:00,1.22063,1.22348,1.22026,1.22271,13456,0,16,27000.0,0.0017025878530698,0.0017252162163195,0.986883752288141,0.0,1.3533723166749012,-0.1757009674278542,0.9877243574329424,1.5290732841027554,0.9877243574329424,100.12806052834028,,0.34
2020-12-29 11:30:00,2020-12-29 04:00:00,1.22272,1.22579,1.22243,1.22497,13971,0,16,27000.0,0.0018466471452449,0.001765610223713,1.045897401614217,0.0,1.4220554284994025,-0.1343309688159657,1.0422230339164684,1.556386397315368,1.0422230339164684,100.29322039593448,,0.34
2020-12-29 16:30:00,2020-12-29 12:00:00,1.22498,1.22749,1.22388,1.22674,15266,0,10,16200.0,0.0014438904336245,0.0017893564626478,0.8069328072774837,0.0,1.1451117135592093,-0.5018417868187193,0.8029468589100319,1.6469535003779283,0.8029468589100319,100.4206448597506,,0.34
2020-12-29 20:00:00,2020-12-29 17:00:00,1.2267,1.22676,1.22361,1.22444,14164,0,7,10800.0,-0.0018766477166204,0.0017551125560491,-1.0692463626634572,0.0,0.0278681354007577,-1.4352089731402642,-1.0496997667628396,1.463077108541022,-1.0496997667628396,100.25179790840475,,0.34
2020-12-30 03:00:00,2020-12-29 20:30:00,1.22442,1.22845,1.22401,1.228,13452,0,14,23400.0,0.0029032331070546,0.0016507471419208,1.7587388360863223,0.0,1.993857320891938,-0.2028490078326903,1.7712181659536008,2.1967063287246287,1.7712181659536008,100.52952407241712,,0.34
2020-12-30 09:30:00,2020-12-30 03:30:00,1.228,1.2295,1.22652,1.22671,14028,0,13,21600.0,-0.0010510407492158,0.0015258776350458,-0.688810639251713,0.0,0.8005218395502769,-0.7898482150228704,-0.6884487820132192,1.5903700545731474,-0.6884487820132192,100.42075252962458,,0.34
2020-12-30 14:00:00,2020-12-30 10:00:00,1.22673,1.22848,1.22529,1.22781,14316,0,9,14400.0,0.0008963056513221,0.0014970983961955,0.5986952184304696,0.0,0.9528811096592424,-0.784085027376623,0.5880637705326184,1.7369661370358656,0.5880637705326184,100.51529375599404,,0.34
2020-12-30 17:00:00,2020-12-30 14:30:00,1.22781,1.23099,1.22713,1.2283,15241,0,6,9000.0,0.0003990049358543,0.0014684616440112,0.271716280422878,0.0,1.7637350537394116,-0.3771508919946035,0.2717704957019213,2.140885945734015,0.2717704957019213,100.55820104769262,,0.34
2020-12-30 21:30:00,2020-12-30 17:30:00,1.2283,1.23022,1.22763,1.22883,13279,0,9,14400.0,0.0004313976128408,0.0014678871454525,0.2938901768962961,0.0,1.0648884326879358,-0.3716016926566711,0.2939535777732887,1.436490125344607,0.2939535777732887,100.60460986621392,,0.34
2020-12-31 06:30:00,2020-12-30 22:00:00,1.22886,1.23093,1.22852,1.22866,13545,0,18,30600.0,-0.0001383525469248,0.001443467358859,-0.0958473678505778,0.0,1.1669734350195735,-0.1916767960901739,-0.112751056523617,1.3586502311097477,-0.112751056523617,100.58947440592976,,0.34
2020-12-31 11:30:00,2020-12-31 07:00:00,1.22866,1.23041,1.2277,1.22793,14952,0,10,16200.0,-0.0005943197859532,0.0014610147215853,-0.406785624520152,0.0,0.9748812933689536,-0.5347920237910339,-0.4066647680911348,1.5096733171599874,-0.4066647680911348,100.5252380288422,,0.34
2020-12-31 15:30:00,2020-12-31 12:00:00,1.22793,1.22885,1.22596,1.22842,13120,0,8,12600.0,0.0003989659506989,0.0014421191684454,0.2766525537060656,0.0,0.5195329155897875,-1.1124780909911522,0.2767077485206954,1.6320110065809397,0.2767077485206954,100.5689248178802,,0.34
2020-12-31 18:30:00,2020-12-31 16:00:00,1.22845,1.22852,1.22209,1.223,13623,0,6,9000.0,-0.0044219340885378,0.0017003197949298,-2.600648479023497,0.0,0.0335127405650468,-3.0448718570521582,-2.609206229706656,3.078384597617205,-2.609206229706656,100.15825092406264,,0.34
2021-01-04 02:30:00,2020-12-31 19:00:00,1.223,1.22528,1.22127,1.22407,13182,0,13,286200.0,0.000874515292323,0.0016959818565578,0.5156395329004094,0.0,1.0992264957077524,-0.8340622094625251,0.5158650659681024,1.9332887051702772,0.5158650659681024,100.23967665171882,,0.34
2021-01-04 08:00:00,2021-01-04 03:00:00,1.22407,1.22591,1.22398,1.22455,14466,0,11,18000.0,0.0003920575721413,0.0016550303401686,0.2368884500941832,0.0,0.908250423621739,-0.0444252924597196,0.236934893118724,0.9526757160814588,0.236934893118724,100.2770842071748,,0.34
2021-01-04 12:00:00,2021-01-04 08:30:00,1.22458,1.23004,1.22458,1.22929,14348,0,8,12600.0,0.0038633373777605,0.0018416530273928,2.0977552884810566,0.0,2.42101605362737,0.0,2.0884589034038186,2.42101605362737,2.0884589034038186,100.60834517517785,,0.34
2021-01-04 15:30:00,2021-01-04 12:30:00,1.22929,1.2306,1.22863,1.22988,14637,0,7,10800.0,0.0004798367020746,0.0017702369415908,0.2710578967148991,0.0,0.6019848303973077,-0.3032900672231372,0.2711229388812878,0.9052748976204448,0.2711229388812878,100.65114850011456,,0.34
2021-01-04 17:30:00,2021-01-04 16:00:00,1.2299,1.23098,1.22605,1.22719,14004,0,4,5400.0,-0.0021896006827105,0.0018440136381644,-1.187410243283272,0.0,0.4762004760690437,-1.697566511912802,-1.1949104538399444,2.1737669879818458,-1.1949104538399444,100.46364204082136,,0.34
2021-01-04 20:00:00,2021-01-04 18:00:00,1.22715,1.22775,1.22455,1.22498,13403,0,5,7200.0,-0.0018024856338256,0.001895150062383,-0.9511044373758454,0.0,0.2579942308379943,-1.1179750002980708,-0.9330791348641844,1.375969231136065,-0.9330791348641844,100.31345113041006,,0.34
2021-01-05 03:30:00,2021-01-04 20:30:00,1.22498,1.22632,1.22416,1.22572,13911,0,15,25200.0,0.0006039091055536,0.0018679989904821,0.3232919871106606,0.0,0.5855974313214665,-0.3583506669280485,0.3233896262521082,0.943948098249515,0.3233896262521082,100.3645028508781,,0.34
2021-01-05 09:30:00,2021-01-05 04:00:00,1.22572,1.22768,1.22551,1.22582,13629,0,12,19800.0,8.158137338602073e-05,0.0018346088355638,0.0444679932880338,0.0,0.8716082214606082,-0.0933865951565149,0.0444698072173739,0.964994816617123,0.0444698072173739,100.37152488561334,,0.34
2021-01-05 13:00:00,2021-01-05 10:00:00,1.22582,1.2285,1.22581,1.22832,13667,0,7,10800.0,0.0020373742857127,0.0018444871064928,1.104574967502308,0.0,1.185311416654395,-0.0044228037934172,1.1057009483717053,1.1897342204478123,1.1057009483717053,100.54595065156226,,0.34
2021-01-05 16:30:00,2021-01-05 13:30:00,1.22832,1.22906,1.22592,1.22642,15893,0,7,10800.0,-0.0015480257619359,0.0018541788909433,-0.8348847942867198,0.0,0.3249141041354759,-1.0537754728719455,-0.8342389160235668,1.3786895770074217,-0.8342389160235668,100.41411223044372,,0.34
2021-01-05 18:30:00,2021-01-05 17:00:00,1.22643,1.22963,1.2254,1.22944,13144,0,4,5400.0,0.0024594248224848,0.0018781516433582,1.3094921441419116,0.0,1.3892376936941386,-0.4471608826577292,1.3067517056310896,1.836398576351868,1.3067517056310896,100.620896900535,,0.34
2021-01-06 00:30:00,2021-01-05 19:00:00,1.22944,1.23056,1.22895,1.22964,13264,0,12,19800.0,0.0001626624594896,0.0017675527484878,0.0920269336396116,0.0,0.5153927447715,-0.2254843258375759,0.0920344187091854,0.7408770706090759,0.0920344187091854,100.63542906798428,,0.34
2021-01-06 03:30:00,2021-01-06 01:00:00,1.22963,1.23261,1.22811,1.22892,14985,0,6,9000.0,-0.0005857087242803,0.0017550835810815,-0.3337212715074577,0.0,1.3808420704627258,-0.704322129900439,-0.3289925738350755,2.0851642003631645,-0.3289925738350755,100.58273043719078,,0.34
2021-01-06 06:30:00,2021-01-06 04:00:00,1.22893,1.23065,1.22757,1.22918,13755,0,6,9000.0,0.0002115455034129,0.0017451774926281,0.1212171852470688,0.0,0.8019766015099443,-0.6341210337520827,0.1165663664984776,1.436097635262027,0.1165663664984776,100.60187209892035,,0.34
2021-01-06 10:00:00,2021-01-06 07:00:00,1.22918,1.23455,1.22916,1.23249,16065,0,7,10800.0,0.0026892329149068,0.0018413718240198,1.4604507790480354,0.0,2.372560561820078,-0.0088363521855092,1.462416286708503,2.3813969140055877,1.462416286708503,100.83249496586996,,0.34
2021-01-06 13:00:00,2021-01-06 10:30:00,1.2325,1.23469,1.23208,1.23469,14834,0,6,9000.0,0.001783413113841,0.0018759558631963,0.950669015635782,0.0,0.9471844741171443,-0.1816518169539031,0.9471844741171443,1.1288362910710477,0.9471844741171443,100.9826171179147,,0.34
2021-01-06 15:30:00,2021-01-06 13:30:00,1.23469,1.23494,1.23166,1.23196,13513,0,5,7200.0,-0.0022135293735913,0.001953640343231,-1.1330280833218616,0.0,0.1036424004202909,-1.2561458930946587,-1.1317750125902544,1.3597882935149497,-1.1317750125902544,100.80369826035457,,0.34
2021-01-06 17:30:00,2021-01-06 16:00:00,1.23195,1.23206,1.22754,1.22824,16865,0,4,5400.0,-0.0030241466832722,0.0020732162446939,-1.4586740244834886,0.0,0.043068029333594,-1.7266364487367936,-1.4525671711595427,1.7697044780703877,-1.4525671711595427,100.57335596447068,,0.34
2021-01-06 21:00:00,2021-01-06 18:00:00,1.22822,1.23174,1.22657,1.23044,15296,0,7,10800.0,0.0017895786252313,0.0021098504733748,0.8482016369476696,0.0,1.3583598014417233,-0.6367311569258721,0.8566928293183246,1.9950909583675955,0.8566928293183246,100.7072972763386,,0.34
2021-01-07 00:30:00,2021-01-06 21:30:00,1.23044,1.23399,1.22976,1.23276,13061,0,7,10800.0,0.0018837290402979,0.0018573995896833,1.0141754368638591,0.0,1.5533258394089242,-0.2975384706473541,1.0151312527968783,1.8508643100562785,1.0151312527968783,100.8674478614832,,0.34
2021-01-07 06:00:00,2021-01-07 01:00:00,1.23276,1.23441,1.23189,1.23285,13708,0,11,18000.0,7.300424644599045e-05,0.0018552097384134,0.0393509396454663,0.0,0.7214602280108876,-0.3804063020421855,0.0393523760732893,1.1018665300530732,0.0393523760732893,100.87366185147066,,0.34
2021-01-07 10:30:00,2021-01-07 06:30:00,1.23286,1.23295,1.22929,1.22944,15293,0,9,14400.0,-0.0027697811224815,0.0019824520131727,-1.397149138580516,0.0,0.0368235846738478,-1.460668858730568,-1.3992962176073975,1.497492443404416,-1.3992962176073975,100.65303508025852,,0.34
2021-01-07 13:00:00,2021-01-07 11:00:00,1.22944,1.22957,1.22452,1.22588,13413,0,5,7200.0,-0.0028998277166885,0.0018996421791693,-1.5265125972074376,0.0,0.055662692423691,-2.106618820958761,-1.5243014232953562,2.1622815133824527,-1.5243014232953562,100.4119802520827,,0.34
2021-01-07 16:00:00,2021-01-07 13:30:00,1.22588,1.22826,1.2251,1.22687,13637,0,6,9000.0,0.0008072572041684,0.0019066528925642,0.42338970418616,0.0,1.0182568978297877,-0.3337144455072668,0.4235606423745311,1.3519713433370544,0.4235606423745311,100.47883861445764,,0.34
2021-01-07 18:00:00,2021-01-07 16:30:00,1.22687,1.22771,1.22464,1.22717,15016,0,4,5400.0,0.000244494793479,0.0018444342217553,0.1325581528444868,0.0,0.3712082053519658,-0.9854694023032088,0.1325743590543295,1.3566776076551743,0.1325743590543295,100.49977115233231,,0.34
2021-01-07 23:30:00,2021-01-07 18:30:00,1.22719,1.2279,1.22547,1.2271,13094,0,11,18000.0,-5.704343859390309e-05,0.0017953394354242,-0.0317730661224087,0.0,0.3222552271537917,-0.7806746347950883,-0.0408492541462212,1.10292986194888,-0.0408492541462212,100.49475380035712,,0.34
2021-01-08 04:30:00,2021-01-08 00:00:00,1.22713,1.22731,1.22349,1.22598,13273,0,10,16200.0,-0.0009131378331104,0.0018043513540098,-0.5060753999387024,0.0,0.0812944358728916,-1.6439541476512187,-0.5193811180766017,1.7252485835241105,-0.5193811180766017,100.41483836513608,,0.34
2021-01-08 10:00:00,2021-01-08 05:00:00,1.22598,1.22691,1.22133,1.22295,16862,0,11,18000.0,-0.0024745513723622,0.001887664466225,-1.3109063695577992,0.0,0.4018599839073546,-2.0092999195370607,-1.3092857540209497,2.4111599034444158,-1.3092857540209497,100.2078303717226,,0.34
2021-01-08 13:30:00,2021-01-08 10:30:00,1.22295,1.22537,1.22176,1.22504,13742,0,7,10800.0,0.0017075237299226,0.0018691998107453,0.913505190887956,0.0,1.0586464273362528,-0.5205740696405456,0.9142855508812432,1.5792204969767984,0.9142855508812432,100.35208390571246,,0.34
2021-01-08 16:00:00,2021-01-08 14:00:00,1.22505,1.22845,1.22342,1.22775,15603,0,5,7200.0,0.0022097294124018,0.0019080096486962,1.158133248388845,0.0,1.454603190540008,-0.6973538825235864,1.1551260630758329,2.151957073063594,1.1551260630758329,100.53496717290972,,0.34
2021-01-08 17:30:00,2021-01-08 16:30:00,1.22775,1.22821,1.22222,1.22551,13276,0,3,3600.0,-0.0018261420497582,0.0018638067340278,-0.9797915290346544,0.0,0.2010235843237185,-2.416653089803954,-0.978897454097846,2.6176766741276727,-0.978897454097846,100.38024622326829,,0.34
2021-01-08 19:30:00,2021-01-08 18:00:00,1.22553,1.22634,1.22241,1.22288,13957,0,4,5400.0,-0.0021483513750216,0.0019137141338162,-1.1226083023891833,0.0,0.3453695204719038,-1.3303122270029308,-1.129912628704426,1.675681747474835,-1.129912628704426,100.20297277532148,,0.34
2021-01-08 23:30:00,2021-01-08 20:00:00,1.22288,1.22288,1.21932,1.22218,13425,0,8,12600.0,-0.0005725831015391,0.0019136044495084,-0.2992170621709213,0.0,0.0,-1.521296911596924,-0.2991314152016088,1.521296911596924,-0.2991314152016088,100.15572277709622,,0.34
2021-01-11 04:30:00,2021-01-11 00:00:00,1.22116,1.22285,1.21669,1.21801,14022,0,10,16200.0,-0.0034177699762718,0.0020333740211808,-1.6808368458878058,0.0,0.6806077088241246,-1.8001872535170855,-1.2685883330153978,2.48079496234121,-1.2685883330153978,99.89029828088287,,0.34
2021-01-11 09:30:00,2021-01-11 05:00:00,1.21803,1.21934,1.21666,1.21785,13097,0,10,16200.0,-0.0001313704401979,0.0018969529830711,-0.0692533981444729,0.0,0.5669656449128482,-0.59293353704614,-0.0779036764002599,1.159899181958988,-0.0779036764002599,99.8793623305207,,0.34
2021-01-11 12:30:00,2021-01-11 10:00:00,1.21784,1.21996,1.21545,1.21673,13134,0,6,9000.0,-0.0009200766284207,0.0018128224776392,-0.5075381841133076,0.0,0.96026333993617,-1.0825610294564454,-0.502779390249597,2.042824369392615,-0.502779390249597,99.7992159039613,,0.34
2021-01-11 16:00:00,2021-01-11 13:00:00,1.21673,1.21719,1.21361,1.21503,15013,0,7,10800.0,-0.0013981645202973,0.0017867472026042,-0.7825194959082424,0.0,0.2115926143683579,-1.4351499061509037,-0.7819727052745439,1.6467425205192614,-0.7819727052745439,99.6756465977037,,0.34
2021-01-11 18:30:00,2021-01-11 16:30:00,1.21503,1.21716,1.21323,1.21687,15131,0,5,7200.0,0.0015132204047108,0.0017629292894815,0.8583557002197215,0.0,0.9943922000710984,-0.8403314366798262,0.859005468606063,1.8347236367509243,0.859005468606063,99.811191359148,,0.34
2021-01-12 02:30:00,2021-01-11 19:00:00,1.21686,1.21743,1.21487,1.21593,13253,0,16,27000.0,-0.0007727721528929,0.0016816928124882,-0.4595203994179704,0.0,0.2785400006156103,-0.9724466688160492,-0.4544600010044967,1.2509866694316594,-0.4544600010044967,99.73862752238202,,0.34
2021-01-12 09:30:00,2021-01-12 03:00:00,1.21594,1.21754,1.21387,1.21635,14832,0,14,23400.0,0.0003453549790109,0.0015954097844276,0.2164678832873503,0.0,0.8247751853813853,-1.067052896087145,0.211348641253985,1.8918280814685304,0.211348641253985,99.77281042300588,,0.34
2021-01-12 13:00:00,2021-01-12 10:00:00,1.21635,1.21791,1.21408,1.21495,13763,0,7,10800.0,-0.0011516473941792,0.0015888780330924,-0.7248179974757617,0.0,0.8071894520158499,-1.1745641385102357,-0.724400790270667,1.9817535905260857,-0.724400790270667,99.65835288222966,,0.34
2021-01-12 16:30:00,2021-01-12 13:30:00,1.21494,1.21647,1.21372,1.21513,15396,0,7,10800.0,0.0001481432712744,0.0015245073451823,0.0971745211609717,0.0,0.8260514138894467,-0.658681519571963,0.1025815481301325,1.4847329334614097,0.1025815481301325,99.673697916096,,0.34
2021-01-12 20:00:00,2021-01-12 17:00:00,1.21512,1.21833,1.21491,1.21833,13674,0,7,10800.0,0.0026300015981431,0.0015829927252166,1.661411045198091,0.0,1.668810195079311,-0.1091744987435311,1.668810195079311,1.7779846938228423,1.668810195079311,99.93605484309568,,0.34
2021-01-13 02:00:00,2021-01-12 20:30:00,1.21833,1.2216,1.21821,1.22103,13240,0,12,19800.0,0.0022136962995225,0.0016643351579787,1.330078433367329,0.0,1.6126570772402469,-0.0591800762289476,1.3315517151525265,1.6718371534691945,1.3315517151525265,100.1460903375962,,0.34
2021-01-13 09:30:00,2021-01-13 02:30:00,1.22102,1.22229,1.22027,1.22031,13641,0,15,25200.0,-0.0005898400229994,0.0016620445292643,-0.3548882190662887,0.0,0.6258039328868666,-0.3695692517048261,-0.349858891613883,0.9953731845916928,-0.349858891613883,100.09004918940973,,0.34
2021-01-13 13:00:00,2021-01-13 10:00:00,1.22031,1.22078,1.21719,1.21758,13823,0,7,10800.0,-0.0022396425935049,0.0017173493830342,-1.3041275209520289,0.0,0.2242688878335536,-1.488763680937732,-1.3026682208205689,1.7130325687712855,-1.3026682208205689,99.88411165829628,,0.34
2021-01-13 16:30:00,2021-01-13 13:30:00,1.21758,1.21786,1.21537,1.21639,16260,0,7,10800.0,-0.0009778264274559,0.0017184482262554,-0.5690171007285281,0.0,0.133820939153951,-1.056229555464811,-0.5687389914040798,1.1900504946187618,-0.5687389914040798,99.79425696617244,,0.34
2021-01-13 19:30:00,2021-01-13 17:00:00,1.2164,1.21806,1.21399,1.21653,14236,0,6,9000.0,0.0001150880424794,0.001649504112141,0.0697712977084317,0.0,0.8273290500639955,-1.2011222955748522,0.0647908292219718,2.028451345638848,0.0647908292219718,99.80527469914855,,0.34
2021-01-14 03:00:00,2021-01-13 20:00:00,1.21653,1.21747,1.21486,1.21678,13542,0,15,25200.0,0.0002054814231474,0.0015881071483878,0.1293876319088506,0.0,0.4865474825002689,-0.8643981869952442,0.1294009261968164,1.350945669495513,0.1294009261968164,99.82570657336623,,0.34
2021-01-14 07:30:00,2021-01-14 03:30:00,1.21679,1.21691,1.21358,1.21552,13402,0,9,14400.0,-0.0010360565001919,0.001475901643035,-0.7019820765707306,0.0,0.0668202656603473,-1.7874421064158983,-0.707181144906002,1.8542623720762457,-0.707181144906002,99.71485510108896,,0.34
2021-01-14 11:30:00,2021-01-14 08:00:00,1.21552,1.21675,1.21362,1.21663,14129,0,8,12600.0,0.0009127727130864,0.0014734974876935,0.619459972419253,0.0,0.68674199008087,-1.0608209602874743,0.6197427715363314,1.7475629503683443,0.6197427715363314,99.81267533361536,,0.34
2021-01-14 15:00:00,2021-01-14 12:00:00,1.21662,1.21672,1.21112,1.21122,13875,0,7,10800.0,-0.0044566253716065,0.0016944761001045,-2.6300904281457043,0.0,0.0485075791267987,-2.6679168519742538,-2.619409272847455,2.716424431101052,-2.619409272847455,99.39735219943138,,0.34
2021-01-14 17:30:00,2021-01-14 15:30:00,1.21126,1.21391,1.2112,1.21354,14108,0,5,7200.0,0.0019135920321637,0.0017764626970438,1.0771923527288894,0.0,1.2315510135348458,-0.0278841738913308,1.0595986078715012,1.2594351874261769,1.0595986078715012,99.56745391885012,,0.34
2021-01-14 20:30:00,2021-01-14 18:00:00,1.21355,1.21784,1.21323,1.21508,14109,0,6,9000.0,0.0012682100998968,0.0016561575756222,0.7657544901307858,0.0,2.134508861308721,-0.1592174442001178,0.7612584050821244,2.293726305508839,0.7612584050821244,99.6883758276382,,0.34
